,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,temprature,precipitation,attendance,occuper
7436,25,40,16,12,25486,12,False,2014,16,6,65,23038,90
7437,22,5,20,2,32261,12,False,2014,6,5,29,31643,98
7438,23,10,15,4,48707,12,False,2014,14,4,22,41694,85
7439,32,13,14,13,26445,12,False,2014,3,5,27,24684,93
7440,1,7,6,8,60704,12,False,2014,16,6,65,59949,98
7441,9,12,5,3,32384,12,False,2014,4,6,31,31420,97
7442,10,43,4,8,35345,12,False,2014,16,6,65,34125,96
7443,13,22,11,20,42749,12,False,2014,13,5,27,27692,64
7444,7,2,7,1,52305,12,False,2014,18,4,230,52019,99
7445,39,32,18,16,25586,12,False,2014,27,5,18,23279,90
7446,16,23,9,14,54074,12,False,2014,31,6,72,44716,82
7447,17,41,17,19,18439,12,False,2014,16,6,65,17785,96
7448,40,1,13,6,30089,12,False,2014,33,5,37,27367,90
7449,19,25,10,15,36284,12,True,2014,16,6,65,35860,98
7450,5,4,2,12,53400,12,False,2014,26,5,37,45603,85
7451,1,9,6,3,60704,12,False,2014,16,6,65,60025,98
7452,2,19,1,10,40834,12,True,2014,16,6,65,41518,101
7453,4,39,11,17,39414,12,False,2014,31,6,72,34645,87
7454,23,5,14,2,48707,12,False,2014,14,4,22,41152,84
7455,41,7,18,9,21944,12,False,2014,23,4,135,18791,85
7456,22,16,20,8,32261,12,False,2014,6,5,29,32000,99
7457,12,40,4,13,75643,12,False,2014,26,5,37,75388,99
7458,43,17,7,19,20937,12,False,2014,32,7,113,20145,96
7459,25,13,15,12,25486,12,False,2014,16,6,65,23935,93
7460,32,10,16,5,26445,12,False,2014,3,5,27,23975,90
7461,9,5,3,2,32384,11,False,2014,4,8,28,30919,95
7462,19,4,7,10,36284,11,False,2014,16,9,72,35901,98
7463,32,1,15,6,26445,11,False,2014,3,7,31,24228,91
7464,41,13,19,16,21944,11,False,2014,23,6,126,19910,90
7465,16,40,11,12,54074,11,False,2014,31,8,67,44735,82
7466,12,39,4,17,75643,11,False,2014,26,7,35,75345,99
7467,17,22,18,20,18439,11,False,2014,16,9,72,18054,97
7468,43,25,8,14,20937,11,False,2014,32,10,125,20240,96
7469,10,7,5,9,35345,11,False,2014,16,9,72,34977,98
7470,23,2,13,1,48707,11,False,2014,14,6,26,45232,92
7471,13,9,16,2,42749,11,False,2014,13,7,31,25311,59
7472,25,16,15,12,25486,11,False,2014,16,9,72,24862,97
7473,39,19,17,10,25586,11,False,2014,27,7,18,23561,92
7474,2,32,1,13,40834,11,False,2014,16,9,72,41600,101
7475,4,10,9,6,39414,11,False,2014,31,8,67,39182,99
7476,22,23,18,14,32261,11,False,2014,6,7,29,31825,98
7477,5,43,3,7,53400,11,False,2014,26,7,35,45448,85
7478,7,17,5,20,52305,11,False,2014,18,6,202,51915,99
7479,40,41,11,19,30089,11,False,2014,33,7,35,27018,89
7480,1,12,8,4,60704,11,False,2014,16,9,72,60074,98
7481,23,4,14,10,48707,11,False,2014,14,6,26,43476,89
7482,19,40,12,9,36284,11,False,2014,16,9,72,35699,98
7483,32,7,13,8,26445,11,False,2014,3,7,31,26476,100
7484,43,1,5,6,20937,11,False,2014,32,10,125,20812,99
7485,16,2,11,1,54074,11,False,2014,31,8,67,44698,82
7486,41,39,20,15,21944,11,False,2014,23,6,126,16998,77
7487,12,25,7,17,75643,11,False,2014,26,7,35,75325,99
7488,9,22,2,18,32384,11,False,2014,4,8,28,31297,96
7489,10,13,4,16,35345,11,False,2014,16,9,72,34857,98
7490,17,5,19,3,18439,11,False,2014,16,9,72,18005,97
7491,25,23,17,15,25486,11,False,2014,16,9,72,23212,91
7492,5,12,3,10,53400,11,True,2014,26,7,35,45358,84
7493,13,19,16,8,42749,11,False,2014,13,7,31,32049,74
7494,7,16,12,7,52305,11,False,2014,18,6,202,52166,99
7495,1,41,4,20,60704,11,False,2014,16,9,72,60012,98
7496,2,17,1,19,40834,11,True,2014,16,9,72,41486,101
7497,4,43,9,6,39414,11,False,2014,31,8,67,39149,99
7498,39,9,14,2,25586,11,False,2014,27,7,18,22828,89
7499,22,32,18,11,32261,11,False,2014,6,7,29,31819,98
7500,40,10,13,5,30089,11,False,2014,33,7,35,27174,90
7501,17,13,19,15,18439,10,False,2014,16,13,61,18022,97
7502,41,4,20,9,21944,10,False,2014,23,10,99,19927,90
7503,19,7,11,14,36284,10,False,2014,16,13,61,35650,98
7504,12,2,8,1,75643,10,False,2014,26,11,46,75327,99
7505,10,5,4,3,35345,10,False,2014,16,13,61,34977,98
7506,16,39,7,10,54074,10,False,2014,31,12,58,44591,82
7507,9,40,2,12,32384,10,False,2014,4,12,29,30017,92
7508,23,1,18,5,48707,10,False,2014,14,10,33,44449,91
7509,32,25,13,16,26445,10,False,2014,3,11,31,24738,93
7510,43,22,6,17,20937,10,False,2014,32,13,103,20259,96
7511,32,12,14,6,26445,10,False,2014,3,11,31,25794,97
7512,17,16,20,5,18439,10,False,2014,16,13,61,18069,97
7513,40,43,10,8,30089,10,False,2014,33,11,46,27017,89
7514,5,19,2,9,53400,10,False,2014,26,11,46,45549,85
7515,1,39,7,11,60704,10,False,2014,16,13,61,60004,98
7516,41,10,19,4,21944,10,False,2014,23,10,99,18936,86
7517,25,2,16,1,25486,10,True,2014,16,13,61,24451,95
7518,4,13,13,12,39414,10,False,2014,31,12,58,39505,100
7519,7,22,18,15,52305,10,False,2014,18,9,161,51886,99
7520,9,23,3,17,32384,10,False,2014,4,12,29,29615,91
7521,12,4,4,17,75643,10,False,2014,26,11,46,75294,99
7522,2,1,1,8,40834,10,True,2014,16,13,61,41607,101
7523,19,9,6,3,36284,10,False,2014,16,13,61,35564,98
7524,10,17,7,20,35345,10,True,2014,16,13,61,34907,98
7525,39,25,11,15,25586,10,False,2014,27,11,15,24281,94
7526,22,41,12,19,32261,10,False,2014,6,11,36,31448,97
7527,16,32,9,14,54074,10,False,2014,31,12,58,44708,82
7528,23,40,13,16,48707,10,False,2014,14,10,33,42713,87
7529,43,7,5,18,20937,10,False,2014,32,13,103,20622,98
7530,13,5,10,2,42749,10,False,2014,13,11,31,32964,77
7531,40,7,11,19,30089,9,False,2014,33,14,26,26332,87
7532,32,41,10,20,26445,9,False,2014,3,14,17,24286,91
7533,16,4,14,15,54074,9,True,2014,31,15,49,44511,82
7534,2,13,1,6,40834,9,False,2014,16,16,41,41616,101
7535,25,22,9,12,25486,9,False,2014,16,16,41,24311,95
7536,39,5,16,3,25586,9,False,2014,27,14,10,22859,89
7537,12,10,7,13,75643,9,False,2014,26,14,26,75317,99
7538,9,17,2,18,32384,9,False,2014,4,15,15,30504,94
7539,23,43,17,5,48707,9,False,2014,14,13,19,41325,84
7540,1,19,4,8,60704,9,True,2014,16,16,41,59900,98
7541,22,12,7,12,32261,9,False,2014,6,14,21,31784,98
7542,19,32,9,16,36284,9,False,2014,16,16,41,35861,98
7543,4,25,14,15,39414,9,False,2014,31,15,49,37574,95
7544,5,2,6,1,53400,9,False,2014,26,14,26,45602,85
7545,17,40,18,13,18439,9,False,2014,16,16,41,16163,87
7546,13,1,3,4,42749,9,False,2014,13,14,17,40013,93
7547,41,23,19,17,21944,9,False,2014,23,13,66,20026,91
7548,7,39,20,10,52305,9,False,2014,18,12,101,49119,93
7549,43,9,5,2,20937,9,False,2014,32,15,58,20596,98
7550,10,16,8,11,35345,9,False,2014,16,16,41,34977,98
7551,39,10,10,13,25586,9,False,2014,27,14,10,21275,83
7552,12,17,9,16,75643,9,False,2014,26,14,26,75355,99
7553,1,5,7,5,60704,9,False,2014,16,16,41,60003,98
7554,2,43,1,3,40834,9,False,2014,16,16,41,41400,101
7555,25,41,17,18,25486,9,False,2014,16,16,41,23829,93
7556,9,7,4,20,32384,9,False,2014,4,15,15,29678,91
7557,40,22,14,12,30089,9,False,2014,33,14,26,27500,91
7558,23,19,15,6,48707,9,False,2014,14,13,19,40799,83
7559,32,4,19,11,26445,9,False,2014,3,14,17,23567,89
7560,16,13,8,2,54074,9,False,2014,31,15,49,44689,82
7561,13,39,3,9,42749,8,False,2014,13,16,27,28336,66
7562,19,16,6,5,36284,8,False,2014,16,18,57,36130,99
7563,22,1,15,7,32261,8,False,2014,6,16,24,31535,97
7564,41,12,20,14,21944,8,False,2014,23,15,99,21099,96
7565,5,40,4,10,53400,8,False,2014,26,16,31,45622,85
7566,7,25,16,19,52305,8,False,2014,18,13,104,49226,94
7567,17,23,12,13,18439,8,False,2014,16,18,57,17930,97
7568,43,32,2,18,20937,8,False,2014,32,16,95,20318,97
7569,10,9,11,8,35345,8,False,2014,16,18,57,34907,98
7570,4,2,17,1,39414,8,False,2014,31,16,66,39402,99
7571,5,16,3,9,53400,8,False,2014,26,16,31,45471,85
7572,39,40,6,15,25586,8,False,2014,27,17,14,24348,95
7573,19,17,1,20,36284,8,True,2014,16,18,57,36109,99
7574,23,12,11,13,48707,8,False,2014,14,15,31,43217,88
7575,13,7,7,17,42749,8,False,2014,13,16,27,30267,70
7576,2,22,2,16,40834,8,False,2014,16,18,57,41604,101
7577,25,10,18,8,25486,8,True,2014,16,18,57,24242,95
7578,9,32,14,12,32384,8,False,2014,4,17,10,27598,85
7579,43,41,4,19,20937,8,False,2014,32,16,95,20565,98
7580,4,1,10,5,39414,8,False,2014,31,16,66,39490,100
7581,41,2,19,1,21944,8,False,2014,23,15,99,20699,94
7582,16,9,4,15,54074,8,False,2014,31,16,66,44736,82
7583,7,5,20,2,52305,8,False,2014,18,13,104,50816,97
7584,12,43,14,5,75643,8,False,2014,26,16,31,75339,99
7585,22,4,10,9,32261,8,False,2014,6,16,24,31603,97
7586,17,39,16,7,18439,8,False,2014,16,18,57,17603,95
7587,40,13,17,6,30089,8,False,2014,33,16,31,27478,91
7588,32,23,12,11,26445,8,False,2014,3,16,27,25468,96
7589,10,19,18,8,35345,8,True,2014,16,18,57,34977,98
7590,1,25,3,13,60704,8,True,2014,16,18,57,59962,98
7591,12,45,5,16,75643,5,False,2015,26,12,21,74363,98
7592,1,13,2,20,60704,5,False,2015,16,14,52,60007,98
7593,2,22,10,1,40834,5,False,2015,16,14,52,41494,101
7594,4,35,11,19,39414,5,False,2015,31,12,53,36691,93
7595,7,19,18,3,52305,5,False,2015,18,9,116,52183,99
7596,9,25,6,15,32384,5,False,2015,4,13,16,31313,96
7597,40,10,9,7,30089,5,False,2015,33,12,21,27721,92
7598,43,5,12,4,20937,5,False,2015,32,12,80,20934,99
7599,28,23,13,17,22200,5,False,2015,19,13,28,21012,94
7600,32,16,14,8,26445,5,False,2015,3,12,26,26196,99
7601,35,28,19,13,27359,5,False,2015,24,12,21,26279,96
7602,23,4,17,12,48707,5,False,2015,14,10,23,46454,95
7603,16,2,8,9,54074,5,False,2015,31,12,53,43210,79
7604,10,12,6,5,35345,5,False,2015,16,14,52,34602,97
7605,19,9,2,7,36284,5,False,2015,16,14,52,35748,98
7606,16,28,8,13,54074,5,False,2015,31,12,53,43341,80
7607,5,1,4,3,53400,5,False,2015,26,12,21,54425,101
7608,35,12,19,5,27359,5,False,2015,24,12,21,27132,99
7609,45,32,16,15,11329,5,False,2015,11,11,26,11040,97
7610,13,7,20,18,42749,5,False,2015,13,12,26,33055,77
7611,25,40,14,10,25486,5,False,2015,16,14,52,23990,94
7612,23,2,17,9,48707,5,False,2015,14,10,23,47050,96
7613,10,43,6,11,35345,5,False,2015,16,14,52,34907,98
7614,22,4,1,12,32261,5,False,2015,6,12,24,32140,99
7615,2,19,9,2,40834,5,True,2015,16,14,52,41545,101
7616,43,16,13,8,20937,5,False,2015,32,12,80,20972,100
7617,12,22,5,1,75643,5,False,2015,26,12,21,75275,99
7618,9,5,7,4,32384,5,False,2015,4,13,16,31472,97
7619,4,45,11,15,39414,4,False,2015,31,10,36,38345,97
7620,7,25,17,16,52305,4,False,2015,18,7,70,52107,99
7621,40,23,10,18,30089,4,False,2015,33,9,27,27667,91
7622,28,13,12,20,22200,4,False,2015,19,10,28,20653,93
7623,32,10,14,6,26445,4,False,2015,3,8,23,25031,94
7624,1,35,3,19,60704,4,False,2015,16,11,30,59989,98
7625,19,32,2,13,36284,4,False,2015,16,11,30,35923,99
7626,23,1,17,4,48707,4,False,2015,14,7,23,45420,93
7627,22,43,1,15,32261,4,False,2015,6,9,26,31962,99
7628,45,2,14,9,11329,4,False,2015,11,8,35,11365,100
7629,13,9,20,8,42749,4,False,2015,13,8,23,29729,69
7630,16,7,7,19,54074,4,False,2015,31,10,36,43837,81
7631,5,40,3,10,53400,4,False,2015,26,9,27,53974,101
7632,1,32,3,15,60704,4,False,2015,16,11,30,59568,98
7633,10,28,6,12,35345,4,False,2015,16,11,30,34857,98
7634,16,4,7,11,54074,4,True,2015,31,10,36,43854,81
7635,12,25,5,16,75643,4,False,2015,26,9,27,75277,99
7636,7,5,19,4,52305,4,False,2015,18,7,70,46424,88
7637,40,19,9,2,30089,4,False,2015,33,9,27,27442,91
7638,45,16,13,7,11329,4,False,2015,11,8,35,11386,100
7639,22,10,1,6,32261,4,False,2015,6,9,26,32104,99
7640,1,25,3,16,60704,4,True,2015,16,11,30,59961,98
7641,35,23,17,18,27359,4,False,2015,24,9,22,27117,99
7642,4,9,11,8,39414,4,False,2015,31,10,36,36761,93
7643,12,13,5,20,75643,4,False,2015,26,9,27,75411,99
7644,7,43,19,14,52305,4,False,2015,18,7,70,48949,93
7645,32,28,15,12,26445,4,False,2015,3,8,23,25515,96
7646,2,5,10,4,40834,4,False,2015,16,11,30,41212,100
7647,25,4,16,12,25486,4,False,2015,16,11,30,23528,92
7648,23,22,18,1,48707,4,False,2015,14,7,23,46531,95
7649,16,40,8,9,54074,4,False,2015,31,10,36,43688,80
7650,19,12,2,5,36284,4,False,2015,16,11,30,35761,98
7651,10,1,6,3,35345,4,True,2015,16,11,30,34977,98
7652,13,45,20,11,42749,4,False,2015,13,8,23,31057,72
7653,25,35,16,17,25486,4,False,2015,16,11,30,24960,97
7654,9,7,7,19,32384,4,False,2015,4,9,19,31542,97
7655,43,2,13,10,20937,4,False,2015,32,10,39,20966,100
7656,28,4,15,12,22200,4,False,2015,19,10,28,20663,93
7657,5,32,4,14,53400,4,False,2015,26,9,27,53920,100
7658,22,9,1,7,32261,4,False,2015,6,9,26,32071,99
7659,12,4,5,12,75643,4,False,2015,26,9,27,75341,99
7660,13,2,20,10,42749,4,False,2015,13,8,23,31120,72
7661,45,5,13,4,11329,4,False,2015,11,8,35,11192,98
7662,1,28,3,14,60704,4,False,2015,16,11,30,59981,98
7663,35,7,17,19,27359,4,False,2015,24,9,22,27137,99
7664,40,43,8,15,30089,4,False,2015,33,9,27,27649,91
7665,23,32,18,11,48707,4,False,2015,14,7,23,45144,92
7666,10,25,6,16,35345,4,True,2015,16,11,30,34857,98
7667,16,19,9,2,54074,4,False,2015,31,10,36,44062,81
7668,7,23,19,18,52305,3,False,2015,18,4,106,52311,100
7669,5,12,4,6,53400,3,True,2015,26,6,25,54557,102
7670,19,45,2,13,36284,3,False,2015,16,8,29,36084,99
7671,9,16,7,9,32384,3,False,2015,4,8,17,31596,97
7672,4,1,12,3,39414,3,False,2015,31,7,40,39270,99
7673,2,10,10,5,40834,3,True,2015,16,8,29,41623,101
7674,25,22,16,1,25486,3,False,2015,16,8,29,25041,98
7675,28,40,14,8,22200,3,False,2015,19,7,23,20759,93
7676,32,35,11,17,26445,3,False,2015,3,6,19,25039,94
7677,43,13,15,20,20937,3,False,2015,32,7,62,20454,97
7678,22,7,1,19,32261,3,False,2015,6,6,21,31824,98
7679,13,19,20,2,42749,3,False,2015,13,6,19,32393,75
7680,35,5,18,4,27359,3,False,2015,24,7,23,26323,96
7681,45,43,13,16,11329,3,False,2015,11,6,31,11179,98
7682,40,9,9,7,30089,3,False,2015,33,6,25,27833,92
7683,25,16,15,7,25486,3,False,2015,16,8,29,24709,96
7684,32,12,11,6,26445,3,False,2015,3,6,19,24878,94
7685,19,1,2,3,36284,3,True,2015,16,8,29,35762,98
7686,2,40,10,8,40834,3,False,2015,16,8,29,41381,101
7687,4,10,12,5,39414,3,False,2015,31,7,40,39000,98
7688,5,13,4,20,53400,3,False,2015,26,6,25,53892,100
7689,7,45,19,14,52305,3,False,2015,18,4,106,52107,99
7690,9,23,9,17,32384,3,False,2015,4,8,17,31458,97
7691,43,35,16,18,20937,3,False,2015,32,7,62,20929,99
7692,28,22,13,1,22200,3,False,2015,19,7,23,20884,94
7693,1,43,3,16,60704,3,False,2015,16,8,29,59905,98
7694,40,7,7,19,30089,3,False,2015,33,6,25,27331,90
7695,10,19,6,2,35345,3,True,2015,16,8,29,34977,98
7696,16,5,8,4,54074,3,False,2015,31,7,40,43597,80
7697,12,28,5,12,75643,3,False,2015,26,6,25,75272,99
7698,45,9,15,9,11329,3,False,2015,11,6,31,11033,97
7699,13,4,20,11,42749,3,False,2015,13,6,19,29755,69
7700,22,32,1,13,32261,3,False,2015,6,6,21,32018,99
7701,35,2,18,10,27359,3,False,2015,24,7,23,27091,99
7702,23,25,17,14,48707,3,False,2015,14,6,18,39795,81
7703,12,1,5,3,75643,2,False,2015,26,5,28,75329,99
7704,19,43,2,16,36284,2,False,2015,16,6,47,35922,99
7705,10,23,6,19,35345,2,False,2015,16,6,47,34946,98
7706,22,35,1,17,32261,2,False,2015,6,5,23,32114,99
7707,9,2,7,11,32384,2,False,2015,4,6,23,31688,97
7708,40,13,8,20,30089,2,False,2015,33,5,28,27703,92
7709,28,45,10,15,22200,2,False,2015,19,5,27,20831,93
7710,32,25,13,14,26445,2,False,2015,3,5,23,24806,93
7711,1,22,3,1,60704,2,False,2015,16,6,47,60009,98
7712,13,16,20,8,42749,2,False,2015,13,5,23,35798,83
7713,5,19,4,2,53400,2,False,2015,26,5,28,54551,102
7714,23,12,19,5,48707,2,False,2015,14,4,17,41687,85
7715,45,40,15,10,11329,2,False,2015,11,5,41,10863,95
7716,25,28,13,9,25486,2,False,2015,16,6,47,24564,96
7717,4,32,11,14,39414,2,False,2015,31,6,40,38103,96
7718,35,10,17,7,27359,2,False,2015,24,5,25,27101,99
7719,43,9,16,6,20937,2,False,2015,32,6,70,20890,99
7720,2,7,12,18,40834,2,False,2015,16,6,47,41622,101
7721,45,1,15,3,11329,2,False,2015,11,5,41,11357,100
7722,2,12,13,5,40834,2,False,2015,16,6,47,41434,101
7723,5,22,4,1,53400,2,False,2015,26,5,28,54693,102
7724,13,35,20,18,42749,2,False,2015,13,5,23,32472,75
7725,16,23,9,19,54074,2,False,2015,31,6,40,44179,81
7726,7,32,17,14,52305,2,False,2015,18,3,122,50152,95
7727,40,4,11,8,30089,2,False,2015,33,5,28,27733,92
7728,43,25,16,12,20937,2,False,2015,32,6,70,20492,97
7729,19,28,2,10,36284,2,False,2015,16,6,47,35997,99
7730,9,10,7,6,32384,2,False,2015,4,6,23,29161,90
7731,4,7,11,18,39414,2,False,2015,31,6,40,36061,91
7732,28,2,9,13,22200,2,False,2015,19,5,27,20910,94
7733,1,9,4,7,60704,2,False,2015,16,6,47,60044,98
7734,22,16,1,8,32261,2,False,2015,6,5,23,32121,99
7735,35,19,17,3,27359,2,False,2015,24,5,25,27067,98
7736,23,5,19,2,48707,2,False,2015,14,4,17,38852,79
7737,10,13,6,20,35345,2,False,2015,16,6,47,34914,98
7738,25,45,12,15,25486,2,False,2015,16,6,47,24855,97
7739,12,40,5,10,75643,2,False,2015,26,5,28,75234,99
7740,32,43,14,16,26445,2,False,2015,3,5,23,22062,83
7741,4,43,12,15,39414,1,False,2015,31,5,58,36908,93
7742,1,2,3,13,60704,1,True,2015,16,6,52,60072,98
7743,35,16,17,7,27359,1,False,2015,24,5,27,27108,99
7744,25,19,11,4,25486,1,True,2015,16,6,52,24867,97
7745,22,40,1,9,32261,1,False,2015,6,4,32,32018,99
7746,12,9,5,8,75643,1,False,2015,26,5,32,75408,99
7747,23,45,19,16,48707,1,False,2015,14,4,20,41367,84
7748,28,7,10,18,22200,1,False,2015,19,5,35,20611,92
7749,32,13,14,20,26445,1,False,2015,3,4,34,26165,98
7750,10,5,6,2,35345,1,False,2015,16,6,52,34977,98
7751,43,28,17,12,20937,1,False,2015,32,6,99,20430,97
7752,16,12,9,5,54074,1,False,2015,31,5,58,43865,81
7753,40,1,7,1,30089,1,False,2015,33,5,32,27683,92
7754,19,23,4,19,36284,1,False,2015,16,6,52,35854,98
7755,45,35,15,16,11329,1,False,2015,11,5,56,11065,97
7756,2,4,14,11,40834,1,False,2015,16,6,52,41633,101
7757,5,25,3,8,53400,1,False,2015,26,5,32,53983,101
7758,7,10,18,6,52305,1,False,2015,18,3,190,50031,95
7759,9,32,10,13,32384,1,False,2015,4,6,35,29622,91
7760,13,22,20,2,42749,1,False,2015,13,4,34,32763,76
7761,2,32,14,13,40834,1,False,2015,16,6,52,40945,100
7762,5,4,3,11,53400,1,False,2015,26,5,32,53796,100
7763,9,28,12,10,32384,1,False,2015,4,6,35,28399,87
7764,40,35,7,15,30089,1,False,2015,33,5,32,27274,90
7765,43,23,17,18,20937,1,False,2015,32,6,99,20140,96
7766,16,1,9,1,54074,1,False,2015,31,5,58,44109,81
7767,19,22,4,2,36284,1,False,2015,16,6,52,35850,98
7768,45,10,16,5,11329,1,False,2015,11,5,56,11071,97
7769,13,25,20,8,42749,1,False,2015,13,4,34,28245,66
7770,7,12,19,6,52305,1,False,2015,18,3,190,49673,94
7771,25,2,7,14,25486,1,True,2015,16,6,52,24854,97
7772,4,19,11,4,39414,1,False,2015,31,5,58,38482,97
7773,10,16,6,8,35345,1,False,2015,16,6,52,34977,98
7774,1,7,1,18,60704,1,False,2015,16,6,52,59257,97
7775,22,45,2,16,32261,1,False,2015,6,4,32,32006,99
7776,12,43,5,17,75643,1,False,2015,26,5,32,75415,99
7777,35,9,15,13,27359,1,False,2015,24,5,27,27022,98
7778,23,13,19,20,48707,1,False,2015,14,4,20,41535,85
7779,32,40,12,10,26445,1,False,2015,3,4,34,23218,87
7780,28,5,9,3,22200,1,False,2015,19,5,35,20676,93
7781,23,16,19,7,48707,12,False,2015,14,4,22,45765,93
7782,22,5,2,3,32261,12,False,2015,6,5,29,32072,99
7783,25,43,5,17,25486,12,False,2015,16,6,65,23714,93
7784,4,40,11,10,39414,12,False,2015,31,6,72,39340,99
7785,35,13,15,20,27359,12,False,2015,24,5,31,27071,98
7786,28,19,9,4,22200,12,False,2015,19,6,36,20730,93
7787,32,7,13,18,26445,12,False,2015,3,5,27,26313,99
7788,1,45,1,16,60704,12,False,2015,16,6,65,59983,98
7789,12,2,6,14,75643,12,False,2015,26,5,37,75275,99
7790,10,9,8,12,35345,12,False,2015,16,6,65,34977,98
7791,40,12,11,6,30089,12,False,2015,33,5,37,27426,91
7792,45,25,14,5,11329,12,False,2015,11,5,53,11218,99
7793,13,10,20,10,42749,12,False,2015,13,5,27,38193,89
7794,2,28,15,7,40834,12,False,2015,16,6,65,41630,101
7795,16,22,8,1,54074,12,False,2015,31,6,72,44123,81
7796,5,23,3,19,53400,12,False,2015,26,5,37,54523,102
7797,43,32,16,13,20937,12,False,2015,32,7,113,20789,99
7798,19,35,4,17,36284,12,False,2015,16,6,65,35198,97
7799,7,4,18,9,52305,12,False,2015,18,4,230,51682,98
7800,9,1,12,2,32384,12,False,2015,4,6,31,31669,97
7801,1,5,2,3,60704,12,False,2015,16,6,65,60053,98
7802,28,16,7,9,22200,12,False,2015,19,6,36,20707,93
7803,43,10,18,8,20937,12,False,2015,32,7,113,20661,98
7804,2,23,15,19,40834,12,False,2015,16,6,65,41562,101
7805,4,22,10,1,39414,12,False,2015,31,6,72,39570,100
7806,12,35,5,16,75643,12,False,2015,26,5,37,75320,99
7807,9,19,12,4,32384,12,False,2015,4,6,31,31636,97
7808,40,25,11,6,30089,12,False,2015,33,5,37,27500,91
7809,32,45,13,14,26445,12,False,2015,3,5,27,26127,98
7810,7,13,17,20,52305,12,False,2015,18,4,230,48234,92
7811,22,2,1,16,32261,12,False,2015,6,5,29,32054,99
7812,13,1,20,2,42749,12,False,2015,13,5,27,33285,77
7813,16,32,9,13,54074,12,False,2015,31,6,72,44147,81
7814,19,7,5,15,36284,12,False,2015,16,6,65,35768,98
7815,35,4,18,10,27359,12,False,2015,24,5,31,27027,98
7816,25,9,6,12,25486,12,False,2015,16,6,65,24914,97
7817,5,43,3,17,53400,12,False,2015,26,5,37,53052,99
7818,23,28,19,7,48707,12,False,2015,14,4,22,43989,90
7819,10,40,8,11,35345,12,False,2015,16,6,65,34857,98
7820,45,12,14,4,11329,12,False,2015,11,5,53,11334,100
7821,4,25,9,6,39414,12,False,2015,31,6,72,35736,90
7822,7,16,18,8,52305,12,False,2015,18,4,230,51273,98
7823,40,5,11,3,30089,12,False,2015,33,5,37,27264,90
7824,1,23,2,19,60704,12,False,2015,16,6,65,59937,98
7825,12,10,4,7,75643,12,False,2015,26,5,37,75350,99
7826,9,13,12,20,32384,12,False,2015,4,6,31,29645,91
7827,43,22,15,1,20937,12,False,2015,32,7,113,20836,99
7828,28,35,10,16,22200,12,False,2015,19,6,36,20422,91
7829,32,19,13,5,26445,12,False,2015,3,5,27,23602,89
7830,2,45,14,17,40834,12,False,2015,16,6,65,41631,101
7831,19,2,5,14,36284,11,True,2015,16,9,72,35639,98
7832,10,32,8,13,35345,11,False,2015,16,9,72,34914,98
7833,16,43,6,15,54074,11,False,2015,31,8,67,43905,81
7834,35,1,16,4,27359,11,False,2015,24,8,32,27091,99
7835,45,4,18,9,11329,11,False,2015,11,7,62,11228,99
7836,13,28,20,11,42749,11,False,2015,13,7,31,35057,82
7837,25,7,7,19,25486,11,False,2015,16,9,72,24833,97
7838,5,9,1,10,53400,11,False,2015,26,7,35,54102,101
7839,23,40,17,12,48707,11,False,2015,14,6,26,41516,85
7840,22,12,2,3,32261,11,False,2015,6,7,29,32115,99
7841,25,23,10,18,25486,11,False,2015,16,9,72,24361,95
7842,19,10,5,6,36284,11,True,2015,16,9,72,35968,99
7843,28,12,13,2,22200,11,False,2015,19,8,37,20702,93
7844,2,35,15,16,40834,11,False,2015,16,9,72,41582,101
7845,4,13,7,20,39414,11,False,2015,31,8,67,38424,97
7846,7,22,17,1,52305,11,False,2015,18,6,202,50151,95
7847,9,40,8,11,32384,11,False,2015,4,8,28,30039,92
